Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature Table
------------------------------

nFrames = 2, nFeatures = 7000

feature |          frame
        |                   0                   1
--------+-----------------------------------------
   3540 | (158.0,401.0)=  270 ( -1.0, -1.0)=   -5 
   3541 | (997.0,189.0)=  270 ( -1.0, -1.0)=   -5 
   3542 | (989.0,591.0)=  270 ( -1.0, -1.0)=   -4 
   3543 | (932.0,692.0)=  270 (947.2,692.5)=    0 
   3544 | (753.0,530.0)=  270 (747.9,531.0)=    0 
   3545 | (361.0,152.0)=  270 (360.9,147.2)=    0 
   3546 | (874.0,683.0)=  270 ( -1.0, -1.0)=   -5 
   3547 | (790.0,994.0)=  270 (794.6,991.1)=    0 
   3548 | (947.0,531.0)=  270 (929.9,519.1)=    0 
   3549 | (942.0,961.0)=  270 ( -1.0, -1.0)=   -4 
   3550 | (158.0,591.0)=  270 ( -1.0, -1.0)=   -5 
   3551 | (845.0,110.0)=  270 (947.1, 82.0)=    0 
   3552 | ( 47.0,850.0)=  270 ( -1.0, -1.0)=   -5 
   3553 | (974.0,683.0)=  270 (982.6,689.0)=    0 
   3554 | (943.0,885.0)=  269 ( -1.0, -1.0)=   -5 
   3555 | (703.0,127.0)=  269 ( -1.0, -1.0)=   -3 
   3556 | (778.0,953.0)=  269 (771.9,945.8)=    0 
   3557 | (930.0,687.0)=  269 ( -1.0, -1.0)=   -3 
   3558 | (172.0,445.0)=  269 (180.4,461.8)=    0 
   3559 | (167.0, 63.0)=  269 ( -1.0, -1.0)=   -5 
   3560 | (974.0,728.0)=  269 ( -1.0, -1.0)=   -5 
   3561 | (354.0,740.0)=  269 ( -1.0, -1.0)=   -3 
   3562 | (385.0,500.0)=  269 (376.9,499.6)=    0 
   3563 | (841.0,265.0)=  269 ( -1.0, -1.0)=   -5 
   3564 | (907.0,766.0)=  269 (923.7,777.6)=    0 
   3565 | (821.0,662.0)=  269 ( -1.0, -1.0)=   -5 
   3566 | (575.0,520.0)=  268 ( -1.0, -1.0)=   -5 
   3567 | ( 56.0,214.0)=  268 ( -1.0, -1.0)=   -3 
   3568 | (859.0,384.0)=  268 ( -1.0, -1.0)=   -5 
   3569 | (798.0,210.0)=  268 (857.0,182.5)=    0 
   3570 | (832.0,901.0)=  268 (834.5,893.8)=    0 
   3571 | (542.0,831.0)=  268 (558.3,854.5)=    0 
   3572 | ( 44.0,814.0)=  268 ( -1.0, -1.0)=   -5 
   3573 | ( 23.0,235.0)=  268 ( -1.0, -1.0)=   -4 
   3574 | (391.0,184.0)=  268 (385.0,184.1)=    0 
   3575 | (377.0,580.0)=  268 ( -1.0, -1.0)=   -5 
   3576 | (172.0,436.0)=  268 (201.7,440.5)=    0 
   3577 | (165.0, 22.0)=  267 ( -1.0, -1.0)=   -4 
   3578 | (424.0,183.0)=  267 ( -1.0, -1.0)=   -5 
   3579 | (844.0,759.0)=  267 ( -1.0, -1.0)=   -3 
   3580 | (137.0,917.0)=  267 ( -1.0, -1.0)=   -3 
   3581 | (745.0,858.0)=  267 ( -1.0, -1.0)=   -5 
   3582 | (312.0,894.0)=  267 ( -1.0, -1.0)=   -5 
   3583 | (374.0,370.0)=  267 ( -1.0, -1.0)=   -3 
   3584 | (116.0,723.0)=  267 (104.7,713.9)=    0 
   3585 | (902.0,965.0)=  267 ( -1.0, -1.0)=   -5 
   3586 | ( 53.0,950.0)=  267 ( -1.0, -1.0)=   -5 
   3587 | (808.0,843.0)=  267 (770.6,819.7)=    0 
   3588 | (170.0,587.0)=  267 ( -1.0, -1.0)=   -5 
   3589 | (572.0,358.0)=  267 ( -1.0, -1.0)=   -5 
   3590 | ( 43.0,519.0)=  266 ( -1.0, -1.0)=   -4 
   3591 | (111.0,757.0)=  266 ( 98.4,765.3)=    0 
   3592 | (999.0,350.0)=  266 ( -1.0, -1.0)=   -4 
   3593 | (190.0,531.0)=  266 ( -1.0, -1.0)=   -5 
   3594 | (470.0,279.0)=  266 (444.1,253.9)=    0 
   3595 | (765.0,259.0)=  266 (753.8,247.7)=    0 
   3596 | (805.0,807.0)=  266 (803.9,806.5)=    0 
   3597 | (562.0,397.0)=  266 (557.1,410.7)=    0 
   3598 | (159.0,460.0)=  266 (107.5,498.4)=    0 
   3599 | (733.0,146.0)=  266 (737.2,159.9)=    0 
   3600 | (656.0,374.0)=  266 ( -1.0, -1.0)=   -5 
   3601 | (553.0,738.0)=  266 ( -1.0, -1.0)=   -5 
   3602 | (556.0,156.0)=  266 ( -1.0, -1.0)=   -5 
   3603 | (681.0,544.0)=  266 ( -1.0, -1.0)=   -5 
   3604 | ( 33.0,183.0)=  266 ( -1.0, -1.0)=   -4 
   3605 | (603.0,615.0)=  266 ( -1.0, -1.0)=   -3 
   3606 | (732.0,166.0)=  266 (729.4,169.1)=    0 
   3607 | (142.0,179.0)=  266 ( -1.0, -1.0)=   -5 
   3608 | (214.0,321.0)=  266 ( -1.0, -1.0)=   -5 
   3609 | (955.0,264.0)=  266 ( -1.0, -1.0)=   -3 
   3610 | (464.0,224.0)=  266 ( -1.0, -1.0)=   -5 
   3611 | (965.0,181.0)=  265 ( -1.0, -1.0)=   -5 
   3612 | (990.0,201.0)=  265 (993.4,194.9)=    0 
   3613 | (385.0,714.0)=  265 ( -1.0, -1.0)=   -5 
   3614 | ( 18.0,729.0)=  265 ( -1.0, -1.0)=   -3 
   3615 | ( 85.0,427.0)=  265 ( -1.0, -1.0)=   -5 
   3616 | (383.0,194.0)=  265 (370.3,185.5)=    0 
   3617 | ( 50.0,184.0)=  265 ( -1.0, -1.0)=   -3 
   3618 | (332.0,594.0)=  265 ( -1.0, -1.0)=   -5 
   3619 | (504.0,794.0)=  265 (511.5,782.8)=    0 
   3620 | (123.0, 32.0)=  265 ( -1.0, -1.0)=   -3 
   3621 | ( 51.0,211.0)=  265 ( -1.0, -1.0)=   -5 
   3622 | (343.0,554.0)=  264 (345.5,523.1)=    0 
   3623 | (586.0,175.0)=  264 ( -1.0, -1.0)=   -5 
   3624 | (815.0,733.0)=  264 ( -1.0, -1.0)=   -5 
   3625 | (251.0,524.0)=  264 (229.8,517.2)=    0 
   3626 | (363.0,632.0)=  264 (379.4,640.9)=    0 
   3627 | (286.0,329.0)=  264 ( -1.0, -1.0)=   -5 
   3628 | (339.0,271.0)=  264 ( -1.0, -1.0)=   -5 
   3629 | (133.0,970.0)=  264 ( -1.0, -1.0)=   -5 
   3630 | (827.0,973.0)=  264 ( -1.0, -1.0)=   -5 
   3631 | (604.0,804.0)=  264 ( -1.0, -1.0)=   -5 
   3632 | (966.0,278.0)=  264 (963.0,283.3)=    0 
   3633 | (396.0,544.0)=  264 (394.7,532.4)=    0 
   3634 | (788.0,434.0)=  264 ( -1.0, -1.0)=   -3 
   3635 | (838.0,459.0)=  264 ( -1.0, -1.0)=   -5 
   3636 | (125.0,776.0)=  264 ( -1.0, -1.0)=   -3 
   3637 | (824.0,888.0)=  264 (809.0,837.9)=    0 
   3638 | (659.0,944.0)=  264 ( -1.0, -1.0)=   -3 
   3639 | (477.0,307.0)=  264 ( -1.0, -1.0)=   -3 
   3640 | (966.0,405.0)=  264 ( -1.0, -1.0)=   -3 
   3641 | (569.0,471.0)=  264 ( -1.0, -1.0)=   -5 
   3642 | (952.0, 27.0)=  264 ( -1.0, -1.0)=   -5 
   3643 | (368.0,615.0)=  264 (369.0,620.8)=    0 
   3644 | (605.0,417.0)=  264 ( -1.0, -1.0)=   -3 
   3645 | (722.0,877.0)=  264 ( -1.0, -1.0)=   -5 
   3646 | (316.0,717.0)=  263 ( -1.0, -1.0)=   -5 
   3647 | (110.0,125.0)=  263 ( -1.0, -1.0)=   -3 
   3648 | (923.0, 16.0)=  263 ( -1.0, -1.0)=   -4 
   3649 | (846.0,441.0)=  263 ( -1.0, -1.0)=   -3 
   3650 | (681.0,789.0)=  263 (661.0,833.4)=    0 
   3651 | (923.0, 85.0)=  263 (921.1, 81.4)=    0 
   3652 | (118.0, 21.0)=  263 ( -1.0, -1.0)=   -4 
   3653 | (385.0,640.0)=  263 (385.6,641.8)=    0 
   3654 | (158.0,643.0)=  263 ( -1.0, -1.0)=   -5 
   3655 | (605.0, 28.0)=  263 ( -1.0, -1.0)=   -3 
   3656 | (127.0,552.0)=  263 (178.7,552.7)=    0 
   3657 | (411.0, 24.0)=  263 (409.5, 29.3)=    0 
   3658 | (802.0,984.0)=  263 ( -1.0, -1.0)=   -3 
   3659 | (113.0,198.0)=  263 ( -1.0, -1.0)=   -5 
   3660 | (126.0,278.0)=  263 (128.4,284.8)=    0 
   3661 | (259.0,166.0)=  263 (263.1,156.2)=    0 
   3662 | (399.0,832.0)=  263 ( -1.0, -1.0)=   -3 
   3663 | (154.0,285.0)=  263 (160.3,300.3)=    0 
   3664 | (325.0,212.0)=  263 (310.8,229.8)=    0 
   3665 | (347.0,328.0)=  263 (317.1,350.8)=    0 
   3666 | (371.0,621.0)=  263 ( -1.0, -1.0)=   -5 
   3667 | (301.0,113.0)=  263 (295.2, 96.1)=    0 
   3668 | (442.0,110.0)=  263 (436.7,106.3)=    0 
   3669 | (241.0, 54.0)=  263 (257.5, 50.3)=    0 
   3670 | (723.0,961.0)=  262 ( -1.0, -1.0)=   -5 
   3671 | (112.0,451.0)=  262 ( -1.0, -1.0)=   -5 
   3672 | (732.0,695.0)=  262 (732.1,696.8)=    0 
   3673 | (880.0,247.0)=  262 ( -1.0, -1.0)=   -3 
   3674 | (913.0,327.0)=  262 ( -1.0, -1.0)=   -3 
   3675 | (982.0,460.0)=  262 (987.8,444.1)=    0 
   3676 | (675.0,526.0)=  262 ( -1.0, -1.0)=   -5 
   3677 | (551.0,379.0)=  262 ( -1.0, -1.0)=   -3 
   3678 | (371.0,392.0)=  262 ( -1.0, -1.0)=   -5 
   3679 | (963.0,575.0)=  262 (958.1,578.4)=    0 
   3680 | (863.0,679.0)=  262 ( -1.0, -1.0)=   -5 
   3681 | (101.0,489.0)=  262 (140.1,485.8)=    0 
   3682 | (653.0,246.0)=  262 ( -1.0, -1.0)=   -5 
   3683 | (143.0,223.0)=  261 ( -1.0, -1.0)=   -3 
   3684 | (865.0,949.0)=  261 ( -1.0, -1.0)=   -5 
   3685 | (209.0,285.0)=  261 ( -1.0, -1.0)=   -5 
   3686 | (918.0,502.0)=  261 ( -1.0, -1.0)=   -5 
   3687 | (471.0,460.0)=  261 ( -1.0, -1.0)=   -3 
   3688 | (771.0,247.0)=  261 (779.1,225.7)=    0 
   3689 | (683.0,794.0)=  261 (699.6,782.0)=    0 
   3690 | (995.0,984.0)=  261 ( -1.0, -1.0)=   -5 
   3691 | (939.0,956.0)=  261 (931.7,955.7)=    0 
   3692 | (395.0,719.0)=  261 (380.1,723.1)=    0 
   3693 | (869.0,249.0)=  261 ( -1.0, -1.0)=   -5 
   3694 | ( 70.0,782.0)=  261 ( -1.0, -1.0)=   -3 
   3695 | (767.0,328.0)=  261 (753.6,315.9)=    0 
   3696 | ( 16.0,215.0)=  261 ( 33.8,277.4)=    0 
   3697 | (935.0,392.0)=  261 (928.3,392.3)=    0 
   3698 | (834.0,957.0)=  261 ( -1.0, -1.0)=   -3 
   3699 | (650.0,460.0)=  261 ( -1.0, -1.0)=   -5 
   3700 | (663.0,158.0)=  261 ( -1.0, -1.0)=   -5 
   3701 | (566.0,369.0)=  261 ( -1.0, -1.0)=   -3 
   3702 | (188.0,537.0)=  261 ( -1.0, -1.0)=   -5 
   3703 | ( 36.0,727.0)=  260 ( 63.2,742.6)=    0 
   3704 | (999.0,381.0)=  260 ( -1.0, -1.0)=   -4 
   3705 | (668.0, 49.0)=  260 ( -1.0, -1.0)=   -3 
   3706 | (218.0,561.0)=  260 ( -1.0, -1.0)=   -5 
   3707 | (979.0,729.0)=  260 ( -1.0, -1.0)=   -5 
   3708 | (551.0,769.0)=  260 ( -1.0, -1.0)=   -3 
   3709 | (654.0,143.0)=  260 ( -1.0, -1.0)=   -3 
   3710 | (373.0,736.0)=  260 (379.7,723.1)=    0 
   3711 | ( 21.0,534.0)=  260 ( -1.0, -1.0)=   -5 
   3712 | (970.0,466.0)=  260 (974.7,477.5)=    0 
   3713 | (452.0,605.0)=  260 ( -1.0, -1.0)=   -5 
   3714 | (151.0,976.0)=  260 ( -1.0, -1.0)=   -5 
   3715 | (338.0,708.0)=  260 ( -1.0, -1.0)=   -3 
   3716 | (882.0,107.0)=  260 (868.6,134.8)=    0 
   3717 | (202.0,521.0)=  260 ( -1.0, -1.0)=   -5 
   3718 | (549.0,779.0)=  260 ( -1.0, -1.0)=   -5 
   3719 | ( 99.0,226.0)=  260 ( -1.0, -1.0)=   -3 
   3720 | (510.0,340.0)=  260 ( -1.0, -1.0)=   -5 
   3721 | (927.0,604.0)=  260 ( -1.0, -1.0)=   -3 
   3722 | (491.0,618.0)=  260 ( -1.0, -1.0)=   -3 
   3723 | (424.0, 44.0)=  259 ( -1.0, -1.0)=   -3 
   3724 | (994.0,832.0)=  259 (987.8,837.0)=    0 
   3725 | (626.0,621.0)=  259 ( -1.0, -1.0)=   -5 
   3726 | (988.0,274.0)=  259 (983.2,271.5)=    0 
   3727 | (526.0,754.0)=  259 ( -1.0, -1.0)=   -5 
   3728 | (942.0, 94.0)=  259 (947.2, 81.5)=    0 
   3729 | (626.0,259.0)=  259 ( -1.0, -1.0)=   -5 
   3730 | ( 17.0,202.0)=  259 ( -1.0, -1.0)=   -5 
   3731 | (630.0,358.0)=  259 ( -1.0, -1.0)=   -5 
   3732 | (479.0,585.0)=  259 (472.8,582.8)=    0 
   3733 | (868.0,1003.0)=  259 ( -1.0, -1.0)=   -5 
   3734 | (751.0,801.0)=  259 ( -1.0, -1.0)=   -5 
   3735 | (271.0,216.0)=  259 ( -1.0, -1.0)=   -3 
   3736 | (805.0,241.0)=  259 ( -1.0, -1.0)=   -5 
   3737 | (278.0,167.0)=  259 ( -1.0, -1.0)=   -5 
   3738 | ( 55.0,197.0)=  259 ( -1.0, -1.0)=   -5 
   3739 | (927.0,780.0)=  259 ( -1.0, -1.0)=   -5 
   3740 | (264.0, 64.0)=  259 (258.8, 49.7)=    0 
   3741 | (354.0,383.0)=  258 ( -1.0, -1.0)=   -5 
   3742 | (695.0, 33.0)=  258 ( -1.0, -1.0)=   -4 
   3743 | (204.0,736.0)=  258 ( -1.0, -1.0)=   -5 
   3744 | ( 45.0,140.0)=  258 ( -1.0, -1.0)=   -4 
   3745 | (319.0, 38.0)=  258 (332.0, 38.6)=    0 
   3746 | (688.0,164.0)=  258 (690.0,162.1)=    0 
   3747 | (916.0,375.0)=  258 (911.7,369.9)=    0 
   3748 | (235.0,534.0)=  258 ( -1.0, -1.0)=   -3 
   3749 | (931.0,204.0)=  258 ( -1.0, -1.0)=   -5 
   3750 | (861.0,103.0)=  258 ( -1.0, -1.0)=   -3 
   3751 | (268.0,610.0)=  258 ( -1.0, -1.0)=   -5 
   3752 | ( 87.0,860.0)=  258 ( -1.0, -1.0)=   -5 
   3753 | (601.0,822.0)=  258 ( -1.0, -1.0)=   -5 
   3754 | (990.0, 56.0)=  258 ( -1.0, -1.0)=   -5 
   3755 | (214.0,543.0)=  258 ( -1.0, -1.0)=   -5 
   3756 | ( 21.0,494.0)=  258 ( -1.0, -1.0)=   -5 
   3757 | (861.0,232.0)=  258 ( -1.0, -1.0)=   -3 
   3758 | (968.0,357.0)=  258 (965.5,358.5)=    0 
   3759 | (467.0,746.0)=  257 ( -1.0, -1.0)=   -5 
   3760 | (427.0,630.0)=  257 (425.2,628.0)=    0 
   3761 | (555.0,794.0)=  257 ( -1.0, -1.0)=   -5 
   3762 | (660.0,429.0)=  257 ( -1.0, -1.0)=   -5 
   3763 | (261.0,614.0)=  257 ( -1.0, -1.0)=   -5 
   3764 | (501.0,601.0)=  257 ( -1.0, -1.0)=   -5 
   3765 | (649.0,142.0)=  257 (644.5,162.6)=    0 
   3766 | (208.0, 29.0)=  257 ( -1.0, -1.0)=   -4 
   3767 | (874.0,100.0)=  257 ( -1.0, -1.0)=   -5 
   3768 | (724.0, 37.0)=  257 ( -1.0, -1.0)=   -5 
   3769 | (254.0,351.0)=  257 (263.3,347.6)=    0 
   3770 | (899.0, 67.0)=  257 ( -1.0, -1.0)=   -5 
   3771 | (524.0,465.0)=  257 (521.0,468.8)=    0 
   3772 | (756.0,982.0)=  257 ( -1.0, -1.0)=   -3 
   3773 | (373.0,489.0)=  257 (378.8,500.4)=    0 
   3774 | (103.0,506.0)=  257 (105.8,498.1)=    0 
   3775 | (378.0,607.0)=  257 (372.9,623.1)=    0 
   3776 | (188.0,408.0)=  257 ( -1.0, -1.0)=   -5 
   3777 | ( 50.0,403.0)=  256 ( 48.7,402.3)=    0 
   3778 | (597.0,195.0)=  256 (617.5,181.2)=    0 
   3779 | (679.0,108.0)=  256 ( -1.0, -1.0)=   -5 
   3780 | (730.0,965.0)=  256 ( -1.0, -1.0)=   -5 
   3781 | (369.0,765.0)=  256 ( -1.0, -1.0)=   -3 
   3782 | ( 91.0,306.0)=  256 ( -1.0, -1.0)=   -3 
   3783 | (576.0,376.0)=  256 (562.3,412.2)=    0 
   3784 | (713.0,1007.0)=  256 ( -1.0, -1.0)=   -3 
   3785 | (229.0, 61.0)=  256 (218.7, 74.5)=    0 
   3786 | (612.0,417.0)=  256 ( -1.0, -1.0)=   -5 
   3787 | (727.0,159.0)=  256 (733.6,166.8)=    0 
   3788 | (327.0,693.0)=  256 ( -1.0, -1.0)=   -5 
   3789 | (642.0,504.0)=  256 ( -1.0, -1.0)=   -3 
   3790 | (951.0,331.0)=  256 (952.5,331.3)=    0 
   3791 | (685.0, 91.0)=  256 ( -1.0, -1.0)=   -3 
   3792 | (716.0,665.0)=  256 (720.2,682.9)=    0 
   3793 | (764.0,591.0)=  256 ( -1.0, -1.0)=   -5 
   3794 | (589.0,418.0)=  256 ( -1.0, -1.0)=   -3 
   3795 | (809.0,816.0)=  256 ( -1.0, -1.0)=   -5 
   3796 | (977.0, 81.0)=  256 ( -1.0, -1.0)=   -5 
   3797 | (332.0,988.0)=  256 ( -1.0, -1.0)=   -5 
   3798 | (736.0,517.0)=  256 (726.3,519.6)=    0 
   3799 | (199.0,555.0)=  256 ( -1.0, -1.0)=   -5 
   3800 | (561.0,985.0)=  256 (558.5,982.6)=    0 
   3801 | (588.0,139.0)=  255 (594.4,156.0)=    0 
   3802 | (310.0,388.0)=  255 ( -1.0, -1.0)=   -5 
   3803 | (433.0,576.0)=  255 ( -1.0, -1.0)=   -5 
   3804 | (843.0,337.0)=  255 ( -1.0, -1.0)=   -5 
   3805 | (416.0,579.0)=  255 (402.7,587.3)=    0 
   3806 | (868.0, 41.0)=  255 (864.7, 46.0)=    0 
   3807 | (230.0,825.0)=  255 ( -1.0, -1.0)=   -5 
   3808 | (689.0,528.0)=  255 ( -1.0, -1.0)=   -5 
   3809 | (169.0,821.0)=  255 ( -1.0, -1.0)=   -5 
   3810 | (373.0,476.0)=  255 (379.8,475.7)=    0 
   3811 | (616.0,268.0)=  255 ( -1.0, -1.0)=   -5 
   3812 | (602.0,766.0)=  255 ( -1.0, -1.0)=   -5 
   3813 | (250.0,634.0)=  255 (266.0,622.0)=    0 
   3814 | (936.0, 92.0)=  255 (934.0, 90.6)=    0 
   3815 | (555.0,705.0)=  255 ( -1.0, -1.0)=   -5 
   3816 | (144.0,640.0)=  255 ( -1.0, -1.0)=   -5 
   3817 | (157.0,527.0)=  255 ( -1.0, -1.0)=   -5 
   3818 | (842.0,123.0)=  255 ( -1.0, -1.0)=   -3 
   3819 | (882.0,687.0)=  254 ( -1.0, -1.0)=   -5 
   3820 | (891.0, 73.0)=  254 ( -1.0, -1.0)=   -5 
   3821 | (605.0,486.0)=  254 (607.9,473.8)=    0 
   3822 | (137.0,504.0)=  254 ( -1.0, -1.0)=   -5 
   3823 | (542.0,702.0)=  254 ( -1.0, -1.0)=   -5 
   3824 | (619.0, 85.0)=  254 ( -1.0, -1.0)=   -3 
   3825 | (671.0,244.0)=  254 (694.2,233.5)=    0 
   3826 | (594.0,319.0)=  254 ( -1.0, -1.0)=   -5 
   3827 | (951.0,337.0)=  254 (949.8,336.0)=    0 
   3828 | (325.0,244.0)=  254 ( -1.0, -1.0)=   -5 
   3829 | (951.0,526.0)=  254 ( -1.0, -1.0)=   -5 
   3830 | (392.0,788.0)=  254 ( -1.0, -1.0)=   -5 
   3831 | (905.0,758.0)=  254 ( -1.0, -1.0)=   -4 
   3832 | (309.0,117.0)=  254 (326.4,116.4)=    0 
   3833 | (992.0,408.0)=  253 ( -1.0, -1.0)=   -4 
   3834 | (878.0,764.0)=  253 ( -1.0, -1.0)=   -5 
   3835 | (806.0,599.0)=  253 (796.4,601.4)=    0 
   3836 | ( 73.0, 45.0)=  253 ( 77.3, 41.2)=    0 
   3837 | (408.0, 54.0)=  253 ( -1.0, -1.0)=   -4 
   3838 | (755.0, 53.0)=  253 (755.9, 52.9)=    0 
   3839 | (284.0,588.0)=  253 ( -1.0, -1.0)=   -5 
   3840 | (773.0,992.0)=  253 (763.9,985.5)=    0 
   3841 | (112.0,830.0)=  253 ( -1.0, -1.0)=   -5 
   3842 | (924.0,663.0)=  253 (934.4,660.9)=    0 
   3843 | (220.0,148.0)=  253 ( -1.0, -1.0)=   -3 
   3844 | (909.0, 97.0)=  253 ( -1.0, -1.0)=   -5 
   3845 | (135.0,697.0)=  253 ( -1.0, -1.0)=   -3 
   3846 | (377.0,711.0)=  253 (360.1,739.9)=    0 
   3847 | (885.0,143.0)=  253 ( -1.0, -1.0)=   -5 
   3848 | (355.0,161.0)=  253 (365.2,146.7)=    0 
   3849 | (464.0,682.0)=  253 ( -1.0, -1.0)=   -3 
   3850 | ( 51.0,591.0)=  253 ( 31.4,591.2)=    0 
   3851 | (499.0,567.0)=  253 (495.8,577.0)=    0 
   3852 | (741.0, 27.0)=  253 ( -1.0, -1.0)=   -4 
   3853 | (893.0,340.0)=  253 ( -1.0, -1.0)=   -3 
   3854 | (301.0,616.0)=  253 (303.4,616.5)=    0 
   3855 | (997.0, 46.0)=  253 ( -1.0, -1.0)=   -4 
   3856 | (272.0,621.0)=  253 ( -1.0, -1.0)=   -5 
   3857 | (796.0,269.0)=  253 ( -1.0, -1.0)=   -3 
   3858 | (882.0,806.0)=  253 ( -1.0, -1.0)=   -5 
   3859 | (791.0,228.0)=  253 ( -1.0, -1.0)=   -3 
   3860 | ( 79.0,470.0)=  253 ( -1.0, -1.0)=   -3 
   3861 | (978.0,1007.0)=  253 ( -1.0, -1.0)=   -4 
   3862 | (156.0,104.0)=  253 (197.3,112.0)=    0 
   3863 | (919.0, 96.0)=  253 ( -1.0, -1.0)=   -5 
   3864 | (486.0,700.0)=  253 ( -1.0, -1.0)=   -3 
   3865 | (390.0,198.0)=  253 ( -1.0, -1.0)=   -5 
   3866 | ( 31.0,565.0)=  252 ( 33.6,570.3)=    0 
   3867 | ( 16.0,533.0)=  252 ( -1.0, -1.0)=   -3 
   3868 | (112.0,155.0)=  252 (103.8,158.1)=    0 
   3869 | (973.0,397.0)=  252 (970.1,398.4)=    0 
   3870 | (893.0,701.0)=  252 ( -1.0, -1.0)=   -3 
   3871 | (887.0, 16.0)=  252 ( -1.0, -1.0)=   -5 
   3872 | (328.0,794.0)=  252 ( -1.0, -1.0)=   -5 
   3873 | (101.0,831.0)=  252 ( -1.0, -1.0)=   -3 
   3874 | ( 58.0, 27.0)=  252 ( -1.0, -1.0)=   -4 
   3875 | (406.0, 67.0)=  252 ( -1.0, -1.0)=   -3 
   3876 | (933.0,974.0)=  252 ( -1.0, -1.0)=   -5 
   3877 | (491.0,451.0)=  252 (488.8,456.6)=    0 
   3878 | (473.0,692.0)=  252 ( -1.0, -1.0)=   -5 
   3879 | ( 58.0,568.0)=  252 ( -1.0, -1.0)=   -5 
   3880 | (639.0,280.0)=  252 (642.0,307.0)=    0 
   3881 | (879.0,758.0)=  252 (831.1,770.8)=    0 
   3882 | (648.0,307.0)=  252 ( -1.0, -1.0)=   -5 
   3883 | (812.0,738.0)=  252 ( -1.0, -1.0)=   -4 
   3884 | (891.0,437.0)=  252 ( -1.0, -1.0)=   -3 
   3885 | (860.0,377.0)=  251 (872.7,394.5)=    0 
   3886 | (998.0,461.0)=  251 ( -1.0, -1.0)=   -4 
   3887 | (393.0,461.0)=  251 ( -1.0, -1.0)=   -3 
   3888 | (879.0,132.0)=  251 ( -1.0, -1.0)=   -3 
   3889 | (772.0,812.0)=  251 (783.6,821.8)=    0 
   3890 | (125.0,367.0)=  251 ( -1.0, -1.0)=   -5 
   3891 | (806.0,654.0)=  251 ( -1.0, -1.0)=   -5 
   3892 | (985.0,882.0)=  251 ( -1.0, -1.0)=   -5 
   3893 | (765.0,902.0)=  251 ( -1.0, -1.0)=   -3 
   3894 | (747.0,164.0)=  251 ( -1.0, -1.0)=   -3 
   3895 | ( 21.0,230.0)=  251 ( -1.0, -1.0)=   -3 
   3896 | (857.0,109.0)=  251 ( -1.0, -1.0)=   -5 
   3897 | (1006.0,213.0)=  251 (1004.3,199.1)=    0 
   3898 | (569.0,737.0)=  251 (591.4,742.2)=    0 
   3899 | (413.0,682.0)=  251 ( -1.0, -1.0)=   -5 
   3900 | (360.0,249.0)=  251 (338.0,265.3)=    0 
   3901 | (398.0,744.0)=  251 ( -1.0, -1.0)=   -3 
   3902 | (406.0,634.0)=  251 ( -1.0, -1.0)=   -5 
   3903 | (563.0,688.0)=  251 (554.7,687.4)=    0 
   3904 | (886.0,562.0)=  251 ( -1.0, -1.0)=   -5 
   3905 | (572.0,479.0)=  251 ( -1.0, -1.0)=   -3 
   3906 | (623.0,755.0)=  251 ( -1.0, -1.0)=   -5 
   3907 | (463.0,541.0)=  250 ( -1.0, -1.0)=   -5 
   3908 | (641.0,269.0)=  250 (645.7,231.1)=    0 
   3909 | (420.0,526.0)=  250 ( -1.0, -1.0)=   -5 
   3910 | (842.0,932.0)=  250 (832.0,930.7)=    0 
   3911 | (110.0,174.0)=  250 ( -1.0, -1.0)=   -3 
   3912 | (883.0,278.0)=  250 (900.0,253.5)=    0 
   3913 | (988.0, 89.0)=  250 (986.4, 87.6)=    0 
   3914 | (400.0,175.0)=  250 (399.4,168.8)=    0 
   3915 | (943.0,255.0)=  250 (923.1,248.8)=    0 
   3916 | (896.0,876.0)=  250 ( -1.0, -1.0)=   -5 
   3917 | (365.0,273.0)=  250 ( -1.0, -1.0)=   -5 
   3918 | (108.0,603.0)=  250 ( 95.5,594.3)=    0 
   3919 | (483.0,722.0)=  250 (483.3,712.4)=    0 
   3920 | (719.0,549.0)=  250 ( -1.0, -1.0)=   -3 
   3921 | (871.0, 16.0)=  250 ( -1.0, -1.0)=   -5 
   3922 | (997.0,355.0)=  250 ( -1.0, -1.0)=   -5 
   3923 | (345.0,935.0)=  250 ( -1.0, -1.0)=   -5 
   3924 | (978.0, 41.0)=  250 ( -1.0, -1.0)=   -4 
   3925 | (430.0,236.0)=  250 ( -1.0, -1.0)=   -3 
   3926 | (625.0,362.0)=  250 ( -1.0, -1.0)=   -5 
   3927 | (145.0,169.0)=  249 (155.5,171.1)=    0 
   3928 | (885.0, 90.0)=  249 (869.1, 53.9)=    0 
   3929 | (905.0,155.0)=  249 ( -1.0, -1.0)=   -5 
   3930 | (172.0,777.0)=  249 ( -1.0, -1.0)=   -5 
   3931 | (305.0, 16.0)=  249 ( -1.0, -1.0)=   -5 
   3932 | (233.0, 39.0)=  249 (171.3, 55.3)=    0 
   3933 | (947.0,482.0)=  249 (958.0,482.2)=    0 
